Bug Number,Sentence Number,Sentence
13960,1.2,This should not be happening_DOUHAO_ as it looks very strange.
13960,2.1,It indicates that the desktop is a valid drop target.
13960,2.2,However_DOUHAO_ as an affordance for this_DOUHAO_ it's slightly over the top.
13960,2.3,Seb_DOUHAO_ how do you feel about special-casing this out_DOUHAO_ just for the desktop window?
13960,3.1,upstreams have discussed about this and decided to keep it in this way_DOUHAO_ I don't think we should change that.
13960,4.1,OK - so it looks like this will remain as-is.
13960,4.2,Closing.
13960,5.1,No_DOUHAO_ this won't remain as-is - I've discussed it with Alex_DOUHAO_ and he agrees that as it stands_DOUHAO_ the effect looks like a bug.
13960,5.2,Seb_DOUHAO_ can we fix this easily enough for hoary's Nautilus?
13960,6.1,I don't think that the effect is weird but I'll fix it
13960,7.1,This upload fixes it: nautilus (2.10.0-0ubuntu4) hoary; urgency=low .
13960,7.2,* debian/patches/08_desktopborder.patch: - don't display a border around the desktop (Hoary: #7615).
141342,1.1,Cliff suggests a feature to start Coccinella minimized in the system tray.
141342,1.2,See http://coccinella.im/node/98
141342,1.3,PS: * I would place this option in the same place as the "Login on Coccinella startup" option.
141342,1.4,* Maybe call this option: "Login minimized in system tray" (at least on KDE_DOUHAO_ maybe replace "system tray" to how it is called on the system).
141342,2.1,oops_DOUHAO_ typo
141342,3.1,Just added code to detect if quit was made from a minimized state_DOUHAO_ in which case it is started in minimized state as well.
141342,3.2,Perhaps this is enough?
141342,3.3,It is in accordance with a minimalistic UI at least.
141342,3.4,Only tested on X11.
141342,4.1,2007/9/24_DOUHAO_ Mats <email address hidden>:
141342,4.2,> Just added code to detect if quit was made from a minimized state_DOUHAO_ in > which case it is started in minimized state as well.
141342,4.3,Perhaps this is > enough?
141342,4.4,It is in accordance with a minimalistic UI at least.
141342,4.5,Only tested > on X11.
141342,4.6,I don't think that is enough: people may want to shutdown their computer with Coccinella opened_DOUHAO_ but at the same time they want Coccinella minimized *always* after startup.
141342,4.7,-- Mvg_DOUHAO_ Sander Devrieze.
141342,5.1,Now added.
141342,5.2,Tested on X11 only.
14286,1.1,When I boot into Gnome_DOUHAO_ the sound in my USB headset (which is the default sound device) only has sound in left ear (very loud).
14286,1.2,When I change the volume_DOUHAO_ sound appears in both ears and at a more normal volume level.
14286,1.3,It happens every time I log into Gnome.
14286,1.4,lsusb says:
14286,1.5,#lsusb Bus 002 Device 002: ID 046d:0a01 Logitech_DOUHAO_ Inc.
14286,2.1,This happens instantly_DOUHAO_ as soon as you change the volume?
14286,2.2,Please attach the output from the "amixer" command before and after you make this change_DOUHAO_ so we can see the difference
14286,3.1,Created an attachment (id=1793) Amixer before changing volume Yes_DOUHAO_ it happens instantly.
14286,4.1,Created an attachment (id=1794) Amixer after changing volume
14286,5.1,(From update of attachment 1793) Simple mixer control 'Mic'_DOUHAO_0 Capabilities: pvolume pvolume-joined cvolume pswitch pswitch-joined cswitch cswitch-joined Playback channels: Mono Capture channels: Front Left - Front Right Limits: Playback 0 - 15 Capture 0 - 15 Mono: Playback 15 [100%] [off] Front Left: Capture 0 [0%] [on] Front Right: Capture 0 [0%] [on] Simple mixer control 'Speaker'_DOUHAO_0 Capabilities: pvolume pswitch pswitch-joined Playback channels: Front Left - Front Right Limits: Playback 0 - 31 Front Left: Playback 31 [100%] [on] Front Right: Playback 15 [48%] [on]
14286,6.1,(From update of attachment 1794) Simple mixer control 'Mic'_DOUHAO_0 Capabilities: pvolume pvolume-joined cvolume pswitch pswitch-joined cswitch cswitch-joined Playback channels: Mono Capture channels: Front Left - Front Right Limits: Playback 0 - 15 Capture 0 - 15 Mono: Playback 15 [100%] [off] Front Left: Capture 0 [0%] [on] Front Right: Capture 0 [0%] [on] Simple mixer control 'Speaker'_DOUHAO_0 Capabilities: pvolume pswitch pswitch-joined Playback channels: Front Left - Front Right Limits: Playback 0 - 31 Front Left: Playback 23 [74%] [on] Front Right: Playback 23 [74%] [on]
14286,7.1,Created an attachment (id=1795) Amixer after changing volume.
14286,7.2,I uploaded the wrong file.
14286,7.3,Sorry
14286,8.1,Created an attachment (id=1796) Amixer before changing volume I uploaded the wrong file.
14286,8.2,Sorry
14286,9.1,Does GNOME itself (or_DOUHAO_ say_DOUHAO_ its mixer applet) save and restore mixer settings?
14286,10.1,(In reply to comment #8)
14286,10.2,> Does GNOME itself (or_DOUHAO_ say_DOUHAO_ its mixer applet) save and restore mixer settings?
14286,10.3,Well_DOUHAO_ it happens every time I log into Gnome_DOUHAO_ so I guess that Gnome/mixer does not save and restore mixer settings.
14286,11.1,> Well_DOUHAO_ it happens every time I log into Gnome_DOUHAO_ so I guess that Gnome/mixer does > not save and restore mixer settings.
14286,11.2,It sounds as if GNOME is restoring or setting mixer levels to stupid values.
14286,11.3,In that case this bug report needs to be assigned to the relevant GNOME package.
14286,12.1,I don't think that GNOME saves or restores mixer settings_DOUHAO_ but it's possible that they are being changed in unexpected ways when the user adjusts the mixer controls_DOUHAO_
14286,13.1,no_DOUHAO_ GNOME doesn't change the mixer settings
14286,14.1,(In reply to comment #9)
14286,14.2,> (In reply to comment #8) > > Does GNOME itself (or_DOUHAO_ say_DOUHAO_ its mixer applet) save and restore mixer settings?
14286,14.3,> > Well_DOUHAO_ it happens every time I log into Gnome_DOUHAO_ so I guess that Gnome/mixer does > not save and restore mixer settings.
14286,14.4,Do you mean by this "_DOUHAO_ every time I boot the machine and log in"?
14286,14.5,If so then the problem is that the sound levels of the USB headset are not being initialised to sane values or saved-and-restored on boot.
14286,15.1,(In reply to comment #13)
14286,15.2,> Do you mean by this "_DOUHAO_ every time I boot the machine and log in"?
14286,15.3,If so > then the problem is that the sound levels of the USB headset are not being > initialised to sane values or saved-and-restored on boot.
14286,15.4,Yes_DOUHAO_ that is what I mean.
14286,15.5,I have examined it more and found that it only happens when I boot and log into Gnome.
14286,15.6,When I log into Gnome_DOUHAO_ adjust the volume_DOUHAO_ log out of Gnome and in again_DOUHAO_ the volume is set correctly.
14286,16.1,> When I log into Gnome_DOUHAO_ adjust the volume_DOUHAO_ log out of Gnome and in again_DOUHAO_ the > volume is set correctly.
14286,16.2,Are the levels for the headset stored in /var/lib/alsa/asound.state?
14286,17.1,Created an attachment (id=3338) Contents of /var/lib/alsa/asound.state It seems that the mixer settings are saved in this file.
14286,18.1,(In reply to comment #16)
14286,18.2,> Created an attachment (id=3338) [edit] > Contents of /var/lib/alsa/asound.state > > It seems that the mixer settings are saved in this file.
14286,18.3,Yes_DOUHAO_ the file contains the settings for: name 'Mic Playback Switch' name 'Mic Playback Volume' name 'Speaker Playback Switch' name 'Speaker Playback Volume' name 'Mic Capture Switch' name 'Mic Capture Volume' Please sent the output of: ls /dev/snd dpkg -l udev alsa-base alsa-utils ls /etc/udev/rules.d
14286,19.1,Created an attachment (id=3375) Contents of ls /dev/snd
14286,20.1,Created an attachment (id=3376) Contents of dpkg -l udev alsa-base alsa-utils
14286,21.1,Created an attachment (id=3377) Output of ls /etc/udev/rules.d
14286,22.1,Please upgrade to the Breezy versions of udev_DOUHAO_ alsa-base_DOUHAO_ alsa-utils and let us know if the problem persists.
14286,23.1,I have just tried in the Breezy version and the problem does not occur there.
14286,23.2,Thanks for the help :-)
14286,24.1,Thanks.
14526,1.1,the cmedia Azalia chipset is not supported with the current 1.08 alsa version.
14526,1.2,I do not have sound.
14526,1.3,Read somewhere this is a known bug in alsa 1.08.
14526,1.4,plz advice
14526,2.1,We will be updating alsa after hoary is released.
14526,3.1,My system id: ab63fefcd31000e0b4c0dfbd8d7c695d I had the same problem.
14526,3.2,I just grabbed the alsa source package_DOUHAO_ compiled it and now it works.
14526,3.3,The issue is that the snd-az kernel module is not installed by default _DOUHAO_ I don't know why becuase compiling ALSA with the default configure installs this module.
14526,3.4,So_DOUHAO_ to fix this_DOUHAO_ just ship the snd-az kernel module with the default install.
14526,3.5,I Don't think any alsa update is required because I just compiled the source package of 1.08 available from the normal ubuntu package manager.
14526,3.6,Ian
14526,4.1,This is fixed with breezy.
161649,1.1,Some of our clients wanted the week to begin on Sunday_DOUHAO_ others on Monday (using the plone portlet calendar).
161649,1.2,Here is a quick fix_DOUHAO_ could be seen as feature?
161649,1.3,You can set the first day of week from the configureCalendarTool view.
161649,1.4,Hope this helps!
161649,1.5,Jeff
161649,3.1,Uploaded: firstDayWeek2.diff Wrong diff_DOUHAO_ sorry Better consider this one!
161649,4.1,Please use a unified diff_DOUHAO_ and in the correct order.
161649,5.1,I'm afraid the patch is unusable.
161649,5.2,If you look at the code in the Calendar Tool you will notice that it relies on the first day of week setting known to Python's "calendar" module and not on a simple instance attribute on the CalendarTool class.
161649,5.3,While your patch may look like "it does the job" for you it is likely that it will introduce all kinds of problems since you now decouple the first day of week as known to the calendar module and the first day of the week setting as known to those pieces that would use your new attribute directly.
161649,5.4,A true fix would have to involve calling calendar.setfirstweekday with the new value upon changing it from the ZMI_DOUHAO_ but also re-setting that value every single time Zope is started because the calendar module won't persist any value you might have told it about during the last run_DOUHAO_ it resets itself to whatever default it uses.
161649,5.5,Unit tests are needed as well.
161649,6.1,Changes: submitter email_DOUHAO_ edited transcript_DOUHAO_ classification (feature+solution => feature)_DOUHAO_ new comment Re-setting to a normal feature request_DOUHAO_ the solution proposed will not work.
161649,7.1,> = Comment - Entry #4 by jens on Jan 21_DOUHAO_ 2006 10:01 am > > I'm afraid the patch is unusable.
161649,7.2,Unusable ?
161649,7.3,But it works here?!
161649,7.4,> If you look at the code in the Calendar > Tool you will notice that it relies on the first day of week setting > known to Python's "calendar" module and not on a simple instance > attribute on the CalendarTool class.
161649,7.5,I know that_DOUHAO_ that's why you have to set it each time you call the calendar module_DOUHAO_ I did it in the method i needed but you can use the same call in other method if you need to return an ordered list of days in weeks.
161649,7.6,> While your patch may look like "it > does the job" for you it is likely that it will introduce all kinds of > problems since you now decouple the first day of week as known to the > calendar module > and the first day of the week setting as known to those > pieces that would use your new attribute directly.
161649,7.7,i dont think its known by the module_DOUHAO_ Call the calendar.setfirstweekday(self.getFirstWeekDay()) in each method that need something in relation with ordered days in weeks.
161649,7.8,> A true fix would have to involve calling calendar.setfirstweekday with > the new value upon changing it from the ZMI_DOUHAO_ > but also re-setting that > value every single time Zope is started because the calendar module won't > persist any value you might have told it about during the last run_DOUHAO_ it > resets itself to whatever default it uses.
161649,7.9,Then you shouldnt call the calendar module anymore but a instanciated class which use the calendar and you will have it persistant _DOUHAO_ Or just create method like getCalendar() which will return you the module calendar with the firstweekday setting_DOUHAO_
161649,7.10,Ok maybe my code isn't right but I mean hardcode calendar.setfirstweekday(6) isn't a solution and should be able to set it outside the code.
161649,7.11,You are right I was a bit too confident by writting Feature And Solution.
161649,7.12,> Unit tests are needed as well.
161649,7.13,Will think about it next time :)
161649,8.1,Status: Pending => Resolved This is now implemented_DOUHAO_ including unit tests_DOUHAO_ on the 2.0 branch and the trunk.
16670,1.1,When I try to adjust the play back volume via the volume applet_DOUHAO_ nothing happens.
16670,1.2,Turning all the way up or all the way down has no effect what so ever.
16670,1.3,If I change volume from inside Rhythbox or Totem it works fine.
16670,1.4,Adjusting PCM from the volume control (right click applet -> "Open Volume Control") also works fine.
16670,1.5,Sometimes I'm not even allowed to adjust the slider in the applet.
16670,1.6,It just returns to it's original position immediately.
16670,1.7,My Soundcard is a VIA1612A.
16670,1.8,"lsmod | grep via" gives me:
16670,1.9,Cheers!
16670,2.1,do you use hoary?
16670,2.2,what mixer/channel is configured for the applet (you can set than from the right click menu/preferences)
16670,3.1,I've tried using both OSS and ALSA in the VolApplet->Prefs.
16670,3.2,dialog.
16670,3.3,My System->Prefs->Multimedia Sys.
16670,3.4,Sel.
16670,3.5,is set to ALSA.
16670,3.6,I went to VolApplet->Open Vol.
16670,3.7,Ctrl.
16670,3.8,and discovered that it was still using OSS.
16670,3.9,Changing this to ALSA I got a partial succes.
16670,3.10,Changing Master still had no effect_DOUHAO_ but adjusting the Headphone channel did effect the volume.
16670,3.11,So now I've just pointed the applet to adjust the Headphone channel.
16670,3.12,This have been working in the past_DOUHAO_ in I'm quite sure I haven't touched the wiring_DOUHAO_ Anyways the jackstick I'm using now is the only one on the card I'm able to get any sound from.
16670,3.13,A point: Maybe System->Prefs->Multimedia Sys.
16670,3.14,Sel.
16670,3.15,should govern the behavior of the various system-section in the vol.
16670,3.16,applet?
16670,3.17,Right now there's three places to set it.
16670,3.18,In the Media Selector_DOUHAO_ The Applet->Vol Ctrl.
16670,3.19,and Applet->Prefs.
16670,4.1,does changing "master" with alsamixer works?
16670,5.1,No.
16670,5.2,Only the Headphone in alsa_DOUHAO_ seems to make a difference.
16670,6.1,By the way_DOUHAO_ my soundcard is an onboard VIA Technologies VT8233/A/8235/8237 AC97 Audio Controller If it matters
16670,7.1,thanks.
16670,7.2,reassigning to alsa since it does the same with alsamixer
16670,8.1,I don't think this has anything to do with ALSA.
16670,8.2,I am using a first generation SoundBlaster Live?
16670,8.3,and the OSS emu10k1 driver.
16670,8.4,The ALSA driver produces "scratchy" sound so I load the emu10k1 driver manually via `/etc/modules.conf`.
16670,8.5,Any way_DOUHAO_ I am having the same problem with the volume applet.
16670,8.6,I can left click the applet to bring up the volume slider_DOUHAO_ scroll the mouse wheel and watch it sort "try" to change positions.
16670,8.7,Looking at the preferences for the applet I see that the correct audio driver is selected but there are not any "tracks" to control.
16670,8.8,If I remove the applet and re-add it to the panel I can then view the preferences and the tracks are there to select.
16670,8.9,However_DOUHAO_ as soon as I either lock the applet's position or try to use the slider it "forgets" how to adjust the volume and the tracks are gone from the preferences.
16670,8.10,I am using Ubuntu 5.04.
16670,9.1,I suspect the reporter of this bug either has his computer permanently plugged in to stereo or headphones_DOUHAO_ or has a computer with some kind of internal speaker output but no actual speakers.
16670,9.2,I was hit by this bug when i upgraded to Hoary.
16670,9.3,I can no longer use my volume keys on the laptop unless i'm using the internal speakers on my laptop.
16670,9.4,It did work in Warty.
16670,9.5,No sane person would use the internal speakers_DOUHAO_ they're really crappy_DOUHAO_ so in effect i have no working volume keys.
16670,9.6,The problem is that when you plug something in the headphone socket_DOUHAO_ the internal speakers are disabled.
16670,9.7,Since the master only affects the speakers_DOUHAO_ not the headphone output_DOUHAO_ the master volume control is disabled too.
16670,9.8,Under ALSA i can change the applet to target the "Headphone" output instead_DOUHAO_ but under OSS there is no master volume control at all in this situation.
16670,9.9,There is no way to make the shortcut buttons work as they insist on changing the ALSA Master channel.
16670,9.10,Making the shortcut keys change the same channel as the volume applet would work around this bug for me_DOUHAO_ and seems like the right thing overall.
16670,9.11,However_DOUHAO_ it would still mean that the user would have to change the preferences each time he plugged in a couple of headphones.
16670,9.12,So the ideal thing would be to have one single channel for both headphone and speakers_DOUHAO_ at least on laptops (i've never seen a laptop that does not disable the builtin speakers when headphones are plugged in).
16670,9.13,I don't know why Warty worked.
16670,9.14,Either the Master did affect the output_DOUHAO_ or the shortcut keys respected the setting in the volume applet.
16670,9.15,I have a Dell Latitude D800 with an audio device my system identifies as Intel 82801DB-ICH4_DOUHAO_ using the snd_intel8x0 module.
16670,10.1,The submitter (Mikkel Kamstrup Erlandsen) should try passing "ac97_quirk=hp_only" to the snd-via82xx module.
16670,10.2,The person (Fredrik Roos) whose internal speakers are disabled when something is plugged into the headphone socket could try the same with snd-intel8x0 and if this doesn't work then he could try the suggestion at: https://bugtrack.alsa-project.org/alsa-bug/view.php?id=1178 This involves patching the driver and setting a new quirk value.
16670,10.3,Let us know the results !!!
16670,11.1,How would I most easily pass "ac97_quirk=hp_only" to the snd_via82xx module?
16670,11.2,I have a hard time rmmoding it since all my sound modules are highly interdependant.
16670,11.3,Is there anything like "modprobe --reload foobar"?
16670,12.1,> How would I_DOUHAO_
16670,12.2,As root: echo 'options snd-via82xx ac97_quirk=hp_only' > /etc/modprobe.d/snd-via82xx /etc/init.d/alsa force-reload
16670,13.1,Hmmm_DOUHAO_ Doesn't seem to work.
16670,13.2,Here's my output: root@bitsplitter:~# echo 'options snd-via82xx ac97_quirk=hp_only' > /etc/modprobe.d/snd-via82xx root@bitsplitter:~# /etc/init.d/alsa force-reload * Terminating processes: 8340 8432.
16670,13.3,Unloading ALSA sound driver modules: snd-via82xx snd-ac97-codec snd-pcm-oss snd-mixer-oss snd-pcm snd-timer snd-page-alloc snd-mpu401-uart snd-rawmidi snd-seq-device.
16670,13.4,Reloading sound driver modules: snd-via82xx snd-ac97-codec snd-pcm-oss snd-mixer-oss snd-pcm snd-timer snd-page-alloc snd-mpu401-uart snd-rawmidi snd-seq-deviceFATAL: Error inserting snd_via82xx (/lib/modules/2.6.10-5-386/kernel/sound/pci/snd-via82xx.ko): Invalid argument FATAL: Error running install command for snd_via82xx (failed).
16670,13.5,root@bitsplitter:~# NOTE: I am still running Hoary here_DOUHAO_ Are you assuming I'm running Breezy?
16670,13.6,If I need to I'll update one of the following days when I find the time.
16670,14.1,I guess your version of the driver does not support that "quirk".
16670,14.2,You may have better luck with the Breezy version of the driver.
16670,14.3,This means installing a newer kernel package.
16670,14.4,If you don't want to upgrade your kernel package then you can upgrade just the ALSA modules.
16670,14.5,This involves installing alsa-sound from Breezy and generating an alsa-modules package from it (using make-kpkg) for your kernel.
16670,15.1,Please let us know the results of your experiments with the latest ALSA drivers.
16670,16.1,No response.
16670,16.2,Presume fixed.
16843,1.1,Two Canonical developed applications are pre-fixed with "Ubuntu" name.
16843,1.2,They are "Ubuntu Update Manager" and "Ubuntu Device Database".
16843,1.3,The pre-fixing of the Ubuntu name is out of place and clashes with the rest of the desktop.
16843,1.4,It also has the unfortunate side-effect of pushing the applications to the bottom of their respective menus_DOUHAO_ which I'm guessing is probably poor for usability (I haven't launched a study on this or anything).
16843,1.5,In addition_DOUHAO_ the applications feature the Ubuntu logo heavily_DOUHAO_ as well as in their icons.
16843,1.6,This is unnecessary_DOUHAO_ and also out of place with the rest of the desktop (for example_DOUHAO_ wouldn't it be lame and ugly if GNOME plastered their logo and name over all the preference apps/system tools they developed?).
16843,1.7,Ubuntu branding is already prominent on the GDM login_DOUHAO_ the desktop background and (presumably) with the next release the system splash screen - if you haven't figured out whose distribution you're using by the time you make your way down to "System Tools"_DOUHAO_ you probably never will.
16843,1.8,Sure_DOUHAO_ it's not a huge issue that's going to confound anyone for days or lead to them throwing their Ubuntu CDs in the bin while shouting "Linux sucks!"_DOUHAO_ but it's a rough edge on a distribution that is mostly free of them.
16843,2.1,Thanks for your bugreport.
16843,2.2,it was not assigned to a package and therefore I overlooked it.
16843,2.3,Cheers_DOUHAO_ Michael
16843,3.1,This applies to the "Ubuntu Language Selector" as well.
16843,3.2,Although it doesn't use the logo_DOUHAO_ it does use the "Ubuntu" prefix in the menu.
16843,3.3,I propose that it be renamed "Language" on the menu.
16843,3.4,After all_DOUHAO_ the other tools are not called "Screensaver Selector" "Desktop Background Selector" "Theme Selector" etc.
16843,4.1,Language selector is debranded and Update-manager is partly debranded (needs a new logo still).
16843,5.1,(In reply to comment #3)
16843,5.2,> Language selector is debranded and Update-manager is partly debranded (needs a > new logo still).
16843,5.3,>
16843,5.4,I don't think the update-manager logo is bad at all_DOUHAO_ because it is used to update your Ubuntu.
16843,5.5,Showing Ubuntu cd's here is quite appropriate I think.
16843,5.6,And while changing names_DOUHAO_ I think synaptic package management could be changed to just package management.
16843,5.7,It is currently the only program in that whole menu that has a name in front of it.
16843,6.1,Oh and we still have Ubuntu device database which should be debranded as well
16843,7.1,*** Bug 26027 has been marked as a duplicate of this bug.
16843,7.2,***
16843,8.1,I still would love to get a more general icon for update-manager.
16843,8.2,My skills at desiging icons suck unfortunately.
16843,9.1,(In reply to comment #4)
16843,9.2,> (In reply to comment #3) > > Language selector is debranded and Update-manager is partly debranded (needs a > > new logo still).
16843,9.3,> > > > I don't think the update-manager logo is bad at all_DOUHAO_ because it is used to > update your Ubuntu.
16843,9.4,Showing Ubuntu cd's here is quite appropriate I think.
16843,9.5,> > And while changing names_DOUHAO_ I think synaptic package management could be changed > to just package management.
16843,9.6,It is currently the only program in that whole menu > that has a name in front of it.
16843,9.7,Frankly I disagree.
16843,9.8,In fact one of my pet peeves of most linux desktops is they "hide" the names of the installed software packages with generic names.
16843,9.9,It gets even more confusing if you install similar applications.
16843,9.10,Rhythmbox should be called "Rhythmbox"_DOUHAO_ period (or Rhythmbox Audio Player_DOUHAO_ but at least keep the applications name).
16843,10.1,Can this be closed now that update-manager has been taken care of and that hwdb-gui doesn't show up in the menus as default ?
16843,10.2,Rebranding the program to not mention 'Ubuntu' is probably not ideal_DOUHAO_ because it is specific to Ubuntu (and could help avoid confusing as to where the data goes).
177438,1.1,Binary package hint: update-manager
177438,1.2,When you have run update-manager proper_DOUHAO_ and decided to not install an update_DOUHAO_ the notification icon remains orange.
177438,1.3,It would be useful to have a distinct indication for "seen but ignored" updates_DOUHAO_ so that an orange icon would always mean "new updates you should consider".
177438,2.1,Here's a mock-up of the three suggested states.
177438,2.2,The first is "new updates available"_DOUHAO_ the second is "update-manager (or other aptish tool) running"_DOUHAO_ and the third is the new "old updates available".
177438,2.3,Pardon me if the color I chose is revolting; I picked purple to go with the "visited link" color commonly used in web browsers.
177438,3.1,Actually the color is too pinkish; I guess I shouldn't have included gamma correction -- it looked fine over here.
177438,3.2,(Usually somehow my local images look bleak when I upload and view them in the web browser if I don't click the "include gamma" PNG option in Gimp).
177438,3.3,Anyhow_DOUHAO_ you can probably do better than me on the design.
177438,3.4,(See also bug #43089 for coordination).
177438,4.1,Could you give some examples of why this would be useful?
177438,4.2,I can see what you're on about - but why?
177438,4.3,It needs to be worthwhile before anyone will want to write the code_DOUHAO_ Also please mention which version of Ubuntu you're running.
177438,5.1,On Wed_DOUHAO_ 16 Jan 2008 13:17:48 -0000_DOUHAO_ "Duncan Lithgow" <email address hidden> said:
177438,5.2,> Could you give some examples of why this would be useful?
177438,5.3,I can see > what you're on about - but why?
177438,5.4,It needs to be worthwhile before > anyone will want to write the code_DOUHAO_
177438,5.5,Why one might want to skip an update_DOUHAO_ or why one would like to see whether the available updates are genuinely new?
177438,5.6,If an update requires a reboot or otherwise seems dangerous_DOUHAO_ I will generally put off installing it.
177438,5.7,When I have done this_DOUHAO_ I am likely to miss potentially critical new updates because the "updates availabe" icon is there all the time_DOUHAO_ and it doesn't tell me whether the available updates are "new" or the ones I skipped already.
177438,5.8,If this is sufficient for removing the "incomplete" tag_DOUHAO_ please do.
177438,5.9,Otherwise_DOUHAO_ do you think you could provide more instructions for what sort of information would be useful?
177438,5.10,> Also please mention which version of Ubuntu you're running.
177438,5.11,7.10 in particular_DOUHAO_ though not exclusively.
177438,5.12,I also have 6.06 and various versions in between on various installations.
177438,5.13,/* era */ -- If this were a real .signature_DOUHAO_ it would suck less.
177438,5.14,Well_DOUHAO_ maybe not.
177438,6.1,If you need more clarifications_DOUHAO_ feel free to set back to "Incomplete".
177438,7.1,What about if security updates had their own visual style.
177438,7.2,Presumable people want to install all security updates - then other updates you've skipped won't be relevant - whenever a security update is waiting_DOUHAO_ Would that fix the issue?
177438,8.1,On Sun_DOUHAO_ 16 Mar 2008 20:27:57 -0000_DOUHAO_ "Duncan Lithgow" <email address hidden> said:
177438,8.2,> What about if security updates had their own visual style.
177438,8.3,Presumable > people want to install all security updates - then other updates > you've skipped won't be relevant - whenever a security update is > waiting_DOUHAO_ Would that fix the issue?
177438,8.4,I don't think so.
177438,8.5,In fact_DOUHAO_ oftentimes_DOUHAO_ the updates I want to postpone are security updates_DOUHAO_ because they are the ones which require a reboot.
177438,8.6,As such_DOUHAO_ not a bad idea to have a different color coding for high-priority updates.
177438,8.7,But what I want is a way to distinguish new updates from skipped_DOUHAO_ precisely because there might be updates I do want while I am postponing a particularly intrusive update.
177438,8.8,/* era */ -- If this were a real .signature_DOUHAO_ it would suck less.
177438,8.9,Well_DOUHAO_ maybe not.
177438,9.1,Since this report has enough information provided for a developer to begin work_DOUHAO_ I'm going to mark it as confirmed and let them handle it from here.
177438,9.2,Thanks for taking the time to make Ubuntu better!
18006,1.1,When creating DVDs the filesystem is created as ISO_DOUHAO_ just as it should be for a CD.
18006,1.2,Some DVD players will cope with this_DOUHAO_ but many will not.
18006,1.3,It seems like if I am burning a DVD it should use UDF for the filesystem_DOUHAO_ or perhaps it should have an option.
18006,1.4,I'm not sure whether this should be considered a bug or a feature request.
18006,1.5,http://bugzilla.gnome.org/show_bug.cgi?id=309204: http://bugzilla.gnome.org/show_bug.cgi?id=309204
18006,2.1,Also consider that iso9660 has size limits around 2 GB or 4 GB.
18006,2.2,And filename legth limits etc_DOUHAO_ Just use UDF.
18006,3.1,Thanks for the bug report.
18006,3.2,This particular bug has already been reported into our bug tracking system_DOUHAO_ but please feel free to report any further bugs you find.
18006,3.3,This bug has been marked as a duplicate of bug 17592 .
18006,4.1,This is NOT a duplicate of 11307?
18006,4.2,They are completely different issues with completely different solutions.
18006,5.1,11307 is about adding packet writing support.
18006,5.2,This bug is about writing DVD compliant DVDs with nautilus-cd-burner.
18006,5.3,UDF happens to be the filesystem in question in both bugs_DOUHAO_ but DVD-Video is most definitely not packet-written.
18006,6.1,I've forwarded this issue upstream: http://bugzilla.gnome.org/show_bug.cgi?id=309204
18006,7.1,there is some discussion on the upstream bug if you want to read them
18006,8.1,upstream comment: " http://en.wikipedia.org/wiki/Universal_Disk_Format Since ISO 9660 is fully compatible with UDF capable systems and UDF is not compatible with ISO 9600 only capable systems.
18006,8.2,I don't think that n-c-b should use UDF." I'm closing the bug.
18006,8.3,Feel free to reopen if you want to argue with upstream
18006,9.1,Every system_DOUHAO_ that can handle DVDs_DOUHAO_ can also handle UDF.
18102,1.1,Using Hoary.
18102,1.2,I have done all the HOWTO's on Ubuntu's website and according to my Xorg.0.log_DOUHAO_ the newest ATI drivers are finally installed without and EE's.
18102,1.3,When X loads_DOUHAO_ I get a blank screen and ?lockup_DOUHAO_ not a monitor power down.
18102,1.4,I have tried several different settings in xorg.conf for the display to get it to work but no go.
18102,1.5,This has been a 3 month struggle so far.
18102,1.6,Graphics card is ATI Radeon 9800 Pro 256MB.
18102,1.7,Monitor is Dell 2001FP.
18102,1.8,Resolution is set to 1600x1200.
18102,1.9,Will upload the log and conf.
18102,2.1,Created an attachment (id=2732) "Successful" Xorg.0.log The log of my supposedly successful ATI driver installation.
18102,3.1,Created an attachment (id=2733) My xorg.conf attempting to get monitor to work Is it my monitor settings or is it a failed installation?
18102,4.1,Forgot to add_DOUHAO_ I am using the DVI port by default.
18102,4.2,The same black screen when X starts if I use the regular analog port occurs.
18102,5.1,does it work with the more recent fglrx in breezy?
18102,6.1,Breezy is not released yet until October_DOUHAO_ no ?
18102,7.1,no_DOUHAO_ but if you're brave_DOUHAO_ you can upgrade to the development tree now.
18102,7.2,it may_DOUHAO_ however_DOUHAO_ be a little rocky.
18102,8.1,Hi guys_DOUHAO_ sorry if some of you will receive this message twice: A new version of fglrx has been uploaded to breezy and it is supposed to fix the problem reported in the bug.
18102,8.2,The update will be available shortly in the archive.
18102,8.3,Please test the driver and let me know if it works or not.
18102,8.4,Fabio
18102,9.1,Have just DL the pre-release Hoary and will advise.
18102,9.2,jtw
18102,10.1,Note this does NOT work in Breezy preview release either.
18102,10.2,I did a clean install_DOUHAO_ updated_DOUHAO_ then installed the fglrx packages from Synaptic_DOUHAO_ but still get the black screen when X starts to load.
18102,10.3,As long as I use the Mesa it loads just fine.
18102,11.1,This is STILL not fixed in the release version of Breezy.
18102,11.2,I get the same errors after a clean install and following the now many HOWTO's to install ATI acceleration.
18102,12.1,I realise this bug has been a pretty long and hard road_DOUHAO_ but could you please try to test the current xorg-driver-fglrx and linux-restricted-modules packages in dapper_DOUHAO_ and see if this problem still persists for you?
18102,13.1,FWIW I'm following this bug since I'm using fglrx with a Dell 2001FP over DVI and things are working nicely here.
